clase,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.8490302562713623,0.8852875232696533,0.7969174981117249,0.7814226150512695,0.7047449946403503,0.6679497957229614,0.6523146629333496,0.5770066976547241,0.660386323928833,0.4855939447879791,0.6797939538955688,0.668427586555481,0.5483365654945374,0.7246824502944946,0.5765569806098938,0.7684197425842285,0.6230003833770752,0.7577828168869019,0.7002325654029846,0.7514455318450928,0.5535062551498413,0.8168237805366516,0.5881190299987793,0.8436399102210999,0.639647364616394,0.8266327381134033,0.7193218469619751,0.8438332080841064,0.5805851221084595,0.9036829471588135,0.6159905195236206,0.9194725155830383,0.6653653979301453,0.9010315537452698,0.7350544929504395,0.9334694147109985,0.6247044205665588,0.980038046836853,0.6526100039482117,0.9815465211868286,0.6967193484306335,0.9636801481246948
0,0.8464013934135437,0.8778147101402283,0.7956368923187256,0.7668315172195435,0.704815685749054,0.6536272764205933,0.6539311408996582,0.5587474703788757,0.6599130034446716,0.47210049629211426,0.6648940443992615,0.6359813213348389,0.5476592779159546,0.7004215121269226,0.5715278387069702,0.7469292283058167,0.6135038137435913,0.7393356561660767,0.682732343673706,0.7150598168373108,0.5482236742973328,0.7923398613929749,0.5816799402236938,0.8234556913375854,0.6283396482467651,0.8054656982421875,0.7023873329162598,0.8095835447311401,0.5693272352218628,0.8820410370826721,0.6087812781333923,0.899567723274231,0.6569039225578308,0.8783779740333557,0.7222291231155396,0.9062137603759766,0.6153168082237244,0.9622498154640198,0.6449848413467407,0.9638955593109131,0.6858640909194946,0.9379514455795288
0,0.8513810634613037,0.8739813566207886,0.797846257686615,0.7630563378334045,0.7068808078765869,0.6493636965751648,0.6549132466316223,0.5546661019325256,0.6602965593338013,0.46471577882766724,0.6623666286468506,0.6368622183799744,0.5434879064559937,0.7019241452217102,0.5691425204277039,0.7467458248138428,0.6136195063591003,0.7406517863273621,0.6780306696891785,0.7173155546188354,0.5450752973556519,0.7975504994392395,0.5800957679748535,0.8248392343521118,0.6271817684173584,0.8066768646240234,0.6970447301864624,0.8111680746078491,0.5665725469589233,0.885252058506012,0.6073037981987,0.8986779451370239,0.6555346846580505,0.8766012191772461,0.717577338218689,0.9059890508651733,0.6111805438995361,0.9602264165878296,0.6433124542236328,0.9606552124023438,0.6855635046958923,0.9349546432495117
0,0.8505318760871887,0.8823456764221191,0.797488272190094,0.764589786529541,0.7076138257980347,0.6501897573471069,0.6531354784965515,0.5546291470527649,0.6588937640190125,0.4621601104736328,0.6631129384040833,0.6370812654495239,0.5420240759849548,0.7001699209213257,0.5705589056015015,0.7448886036872864,0.6149041652679443,0.7360674738883972,0.6774663329124451,0.717931866645813,0.5444504022598267,0.7960915565490723,0.5807183980941772,0.8229131698608398,0.6270968914031982,0.8036744594573975,0.6942886710166931,0.8126034736633301,0.5645888447761536,0.8846943974494934,0.6068938970565796,0.8976198434829712,0.654547929763794,0.875420093536377,0.7128584384918213,0.9083734750747681,0.6062831282615662,0.9607495069503784,0.6407037973403931,0.9605847597122192,0.683758556842804,0.935651957988739
0,0.8534370064735413,0.8810696005821228,0.7988054752349854,0.7644320726394653,0.7070338726043701,0.6492738723754883,0.6525620222091675,0.5523157119750977,0.6604945063591003,0.4598046541213989,0.6617382764816284,0.6388745307922363,0.5401040315628052,0.6999151706695557,0.5681598782539368,0.7453466653823853,0.6130498647689819,0.7381182909011841,0.6750977635383606,0.7203454375267029,0.5420156121253967,0.7979075312614441,0.5781254172325134,0.8244569301605225,0.6244516372680664,0.8054690361022949,0.6913943290710449,0.8152945637702942,0.5628212094306946,0.8848637342453003,0.6052075624465942,0.8974370360374451,0.6525140404701233,0.8763220310211182,0.7095442414283752,0.9106890559196472,0.6045613288879395,0.9603198766708374,0.6394490003585815,0.9595687389373779,0.68171626329422,0.935411274433136
0,0.8532358407974243,0.8855013847351074,0.7996447086334229,0.765512228012085,0.706990659236908,0.6510103940963745,0.652337908744812,0.5526283383369446,0.6588867902755737,0.4590250551700592,0.6596118807792664,0.6376343965530396,0.5395148992538452,0.701690137386322,0.5710606575012207,0.743025541305542,0.616100549697876,0.7315371632575989,0.6735049486160278,0.7190426588058472,0.5438888072967529,0.7989699244499207,0.5813548564910889,0.8228347301483154,0.6271376013755798,0.8016279935836792,0.6897987127304077,0.8141120672225952,0.5636246204376221,0.8847175240516663,0.6066612005233765,0.8977271318435669,0.6534865498542786,0.8766829967498779,0.7080276608467102,0.9096335172653198,0.6049282550811768,0.9604169130325317,0.6406651735305786,0.9611178040504456,0.6828985214233398,0.9374921917915344
0,0.8517057299613953,0.8852093815803528,0.7988250255584717,0.7668139934539795,0.7086357474327087,0.6516040563583374,0.6543818712234497,0.5528792142868042,0.6581606268882751,0.45899200439453125,0.6588727831840515,0.6365440487861633,0.538623571395874,0.6978763341903687,0.5674312114715576,0.7418397068977356,0.6112638115882874,0.733485758304596,0.672522246837616,0.7177308797836304,0.5423300266265869,0.7949747443199158,0.579014241695404,0.8209642767906189,0.6249538064002991,0.8000515699386597,0.6886560320854187,0.8129940629005432,0.5612592697143555,0.8811582922935486,0.6036678552627563,0.8961881995201111,0.6508285999298096,0.8748669028282166,0.7068113088607788,0.9089473485946655,0.6024704575538635,0.9576857089996338,0.6375148296356201,0.960223376750946,0.6803195476531982,0.9372690916061401
0,0.8504316210746765,0.8767567873001099,0.795484185218811,0.7599676251411438,0.7050839066505432,0.6456089019775391,0.6519749760627747,0.5476146936416626,0.65798020362854,0.4554342031478882,0.657837450504303,0.6320315599441528,0.5377395749092102,0.6934667229652405,0.5669969916343689,0.7377147674560547,0.6109021306037903,0.7293496131896973,0.6726303696632385,0.7129977941513062,0.5409663915634155,0.7900106906890869,0.5777376294136047,0.8166072964668274,0.6238570213317871,0.7956387400627136,0.6898155808448792,0.8079715967178345,0.5598370432853699,0.875569760799408,0.6027018427848816,0.8909672498703003,0.6500394344329834,0.8691182136535645,0.7087847590446472,0.9035964012145996,0.602432906627655,0.9523927569389343,0.6371344327926636,0.9549693465232849,0.6795151233673096,0.9322146773338318
0,0.8500690460205078,0.8776188492774963,0.7967820167541504,0.7588189244270325,0.7050122618675232,0.6448550224304199,0.6506739854812622,0.5468937754631042,0.655796229839325,0.4550745487213135,0.6586117744445801,0.6285163760185242,0.5374144911766052,0.691268265247345,0.5683578848838806,0.7331905364990234,0.612410306930542,0.7232785820960999,0.6728388071060181,0.7098920941352844,0.5409592390060425,0.7873994708061218,0.5784928798675537,0.8123607039451599,0.6239626407623291,0.7915498614311218,0.6887362599372864,0.8056533932685852,0.5600235462188721,0.8734941482543945,0.6034664511680603,0.8870378136634827,0.6498520970344543,0.8653091788291931,0.7063733339309692,0.9030375480651855,0.6002852916717529,0.949698805809021,0.6370573043823242,0.9512132406234741,0.6798354387283325,0.9289342761039734
0,0.8447484970092773,0.8794030547142029,0.7929167747497559,0.7586316466331482,0.7034860849380493,0.6434481143951416,0.6489287614822388,0.5459915399551392,0.6563267707824707,0.4544481039047241,0.6564447283744812,0.62513267993927,0.5353624820709229,0.6884300708770752,0.5667780041694641,0.7312740087509155,0.61204594373703,0.7221671342849731,0.6718966364860535,0.7055491209030151,0.5393557548522949,0.7832013368606567,0.5774328708648682,0.8095153570175171,0.6236380934715271,0.7894074320793152,0.6890168786048889,0.8016915917396545,0.5597910284996033,0.8693800568580627,0.6035687923431396,0.883770227432251,0.6501304507255554,0.8614795207977295,0.7075256109237671,0.9001648426055908,0.6007727980613708,0.9497790336608887,0.6366648077964783,0.9505752921104431,0.679241955280304,0.9265971183776855
